karma,event_fomo_score,should_nudge_event
392.4295023274851,0.4566120963432873,0
303.2102973293613,0.8753788023578933,1
454.38372520283247,0.3722204882066137,0
440.71420372711486,0.5410032099717503,1
455.96910253383066,0.4017112855406189,0
490.9693150466341,0.4475805323432303,0
149.44143983283985,0.652047995560776,1
475.933728176193,0.7395899960518086,1
258.9230911002547,0.4956041113524805,1
191.02293470377015,0.5211375588296061,0
326.0014893546467,0.7152437321558021,1
56.97156188039738,0.9085069926756518,1
399.13197636662113,0.8288706659546397,1
301.23436827482453,0.8601353992840228,1
230.67254435648755,0.2999284380436265,0
272.72171135842603,0.2686423307771254,0
242.88984397553037,0.7545744070717231,1
158.06763919263966,0.5812029571759784,1
48.24647360743889,0.8617993347017529,1
354.7190432770983,0.4645704454657281,0
224.9714589647373,0.7120183309745861,1
395.0775359617419,0.4638916494705569,0
147.87408974876155,0.7728276284951915,1
192.557961004722,0.8236150717530646,1
178.95347238817612,0.2622591124518826,0
465.435789667733,0.6461073082244366,1
211.10145958174505,0.7955692126977337,1
399.86306111622,0.3530387415234604,0
198.2252912839324,0.838427341467731,1
151.22429594196336,0.2214594407852146,0
468.2114680237335,0.7820219036242876,1
423.9760168423887,0.2325140662076995,0
427.8252909901177,0.8650928548147917,1
317.30891663082,0.348855768949697,0
509.6470781932982,0.3738253535952585,0
419.1973154149151,0.637301308158266,1
444.70354480956297,0.216954589946301,0
431.6338944718912,0.5428031201387867,1
139.80786798411876,0.4231067989474009,0
158.548185443356,0.7411014483119609,1
132.55876245133507,0.5133786199042268,1
175.21820287601736,0.7486366518275521,1
166.50304063961707,0.5392690486812707,1
139.10249295320173,0.4193835554898324,0
161.8619091671214,0.3445540939652797,0
445.6822868137687,0.6580013693708983,1
380.0374599111758,0.1965808186893594,0
292.68346316026367,0.294469047753902,0
489.4478188897044,0.6655196904189482,1
240.1790863746576,0.5592845148596627,1
217.19496529924191,0.5106781335291182,1
218.01546834693477,0.8631352927625884,1
299.2378748418819,0.742515777779086,1
423.9175801593898,0.6332377164706672,1
171.3453290777762,0.6008864461417512,1
95.05455422821991,0.4266300663585715,0
274.137110376027,0.604976319713823,1
348.99753363545165,0.3610497490218251,0
84.28789675169928,0.7735625143222675,1
160.62752355127304,0.6595894364752359,1
150.79753554671206,0.6985509183700859,1
465.5968173740531,0.8599455678677879,1
321.67952363099045,0.6958104040658954,1
154.51621878085305,0.3906392818125184,0
293.5173904036254,0.5571509268825052,1
128.55526466774023,0.5467557967414676,1
80.06789600921081,0.7220281637659054,1
248.98979919051905,0.5092604521835036,1
62.68104170306107,0.6025958231194958,1
279.64952530827827,0.3432951423010389,0
259.6779296959286,0.7741213534550871,1
391.90845161930906,0.7629153197838118,1
88.53626527360738,0.1716194773000361,0
365.2528556228063,0.7176489591420733,1
43.089838306294666,0.5319268043150619,1
74.6387628232668,0.5859059883430765,1
136.12674326762223,0.2351962754484799,0
